idx	term
6358	normally
6359	norman
6360	north
6361	northeast
6362	northeastern
6363	northern
6364	norths
6365	northwest
6366	northwestern
6367	norway
6368	norwegian
6369	nosair
6370	nose
6371	notably
6372	note
6373	notebooks
6374	noted
6375	notes
6376	notice
6377	noticed
6378	notices
6379	notification
6380	notified
6381	notify
6382	noting
6383	notion
6384	notorious
6385	nov
6386	novel
6387	novelist
6388	november
6389	nsc
6390	ntsb
6391	nuclear
6392	nudge
6393	nujoma
6394	number
6395	numbered
6396	numbers
6397	numerous
6398	nun
6399	nunn
6400	nuns
6401	nurse
6402	nurses
6403	nutrition
6404	nutritional
6405	nuys
6406	ny
6407	nyse
6408	nyselisted
6409	nyses
6410	o
6411	oak
6412	oakland
6413	oats
6414	oau
6415	obando
6416	oberg
6417	obey
6418	obeyed
6419	object
6420	objected
6421	objection
6422	objections
6423	objective
6424	objectives
6425	objects
6426	obligation
6427	obligations
6428	obliged
6429	obrien
6430	obscene
6431	observation
6432	observatory
6433	observe
6434	observed
6435	observer
6436	observers
6437	observing
6438	obstacle
6439	obstacles
6440	obstruction
6441	obtain
6442	obtained
6443	obtaining
6444	obvious
6445	obviously
6446	occasion
6447	occasionally
6448	occasions
6449	occidental
6450	occupants
6451	occupation
6452	occupational
6453	occupied
6454	occupy
6455	occupying
6456	occur
6457	occurred
6458	occurs
6459	ocean
6460	ochoa
6461	oconnell
6462	oconnor
6463	oct
6464	october
6465	odd
6466	odds
6467	odom
6468	oferrell
6469	offended
6470	offenders
6471	offense
6472	offenses
6473	offensive
6474	offer
6475	offered
6476	offering
6477	offers
6478	office
6479	officer
6480	officers
6481	offices
6482	official
6483	officially
6484	officials
6485	offset
6486	offshore
6487	offspring
6488	oh
6489	ohio
6490	oil
6491	ok
6492	okla
6493	oklahoma
6494	old
6495	older
6496	oldest
6497	olive
6498	oliver
6499	olympic
6500	olympics
6501	omaha
6502	oman
6503	omb
6504	oneday
6505	onefifth
6506	onehalf
6507	oneill
6508	oneparty
6509	ones
6510	onethird
6511	onetime
6512	oneyear
6513	ongoing
6514	ontario
6515	opec
6516	opecs
6517	open
6518	opened
6519	opening
6520	openings
6521	openly
6522	openness
6523	opens
6524	opera
6525	operate
6526	operated
6527	operates
6528	operating
6529	operation
6530	operational
6531	operations
6532	operator
6533	operators
6534	opinion
6535	opinions
6536	opponent
6537	opponents
6538	opportunities
6539	opportunity
6540	oppose
6541	opposed
6542	opposes
6543	opposing
6544	opposite
6545	opposition
6546	oppression
6547	opted
6548	optimism
6549	optimistic
6550	option
6551	options
6552	oral
6553	orange
6554	orbit
6555	orbiter
6556	orchestra
6557	orchestras
6558	ordeal
6559	order
6560	ordered
6561	ordering
6562	orderly
6563	orders
6564	ordinary
6565	ordnance
6566	ore
6567	oregon
6568	organ
6569	organic
6570	organization
6571	organizations
6572	organize
6573	organized
6574	organizer
6575	organizers
6576	organizing
6577	organs
6578	origin
6579	original
6580	originally
6581	originated
6582	orion
6583	orions
6584	orleans
6585	ornellas
6586	orr
6587	ortega
6588	orthodox
6589	oscar
6590	osha
6591	oswald
6592	ottawa
6593	otto
6594	ought
6595	ounce
6596	ounces
6597	oust
6598	ousted
6599	ouster
6600	outage
6601	outbreak
6602	outcome
6603	outdoor
6604	outfit
6605	outlawed
6606	outlet
6607	outlets
6608	outline
6609	outlined
6610	outlook
6611	outnumbered
6612	output
6613	outrage
6614	outraged
6615	outrageous
6616	outreach
6617	outright
6618	outset
6619	outside
6620	outskirts
6621	outspoken
6622	outstanding
6623	oval
6624	overcome
6625	overcrowding
6626	overdue
6627	overhaul
6628	overhead
6629	overlooking
6630	overnight
6631	overpowered
6632	override
6633	overruled
6634	overrun
6635	overseas
6636	oversee
6637	overseeing
6638	oversees
6639	oversight
6640	overthecounter
6641	overthrow
6642	overthrown
6643	overturn
6644	overturned
6645	overweight
6646	overwhelmed
6647	overwhelming
6648	overwhelmingly
6649	owe
6650	owed
6651	owen
6652	owes
6653	owned
6654	owner
6655	owners
6656	ownership
6657	owning
6658	owns
6659	oxides
6660	oxygen
6661	ozone
6662	p
6663	pa
6664	pac
6665	pace
6666	pacific
6667	pack
6668	package
6669	packages
6670	packaging
6671	packed
6672	packing
6673	pacs
6674	pact
6675	pacts
6676	pad
6677	page
6678	pageant
6679	pages
6680	paid
6681	pain
6682	painful
6683	pains
6684	paint
6685	painted
6686	painter
6687	painting
6688	paintings
6689	pair
6690	pairs
6691	paisley
6692	pakistan
6693	pakistani
6694	palace
6695	palestine
6696	palestinian
6697	palestinians
6698	palm
6699	palma
6700	palmer
6701	palmerola
6702	pamphlet
6703	pan
6704	panama
6705	panamanian
6706	panamas
6707	panel
6708	panels
6709	panetta
6710	pang
6711	panhandle
6712	panic
6713	pants
6714	paper
6715	papers
6716	paperwork
6717	parade
6718	paralysis
6719	paralyzed
6720	paramilitary
6721	parent
6722	parental
6723	parenthood
6724	parents
6725	paris
6726	parish
6727	park
6728	parked
6729	parker
6730	parking
6731	parkinsons
6732	parks
6733	parliament
6734	parliamentary
6735	parliaments
6736	parole
6737	parris
6738	partial
6739	partially
6740	participants
6741	participate
6742	participated
6743	participating
6744	participation
6745	particular
6746	parties
6747	partisan
6748	partly
6749	partner
6750	partners
6751	partnership
6752	partnerships
6753	parttime
6754	party
6755	partys
6756	paso
6757	pass
6758	passage
6759	passed
6760	passenger
6761	passengers
6762	passes
6763	passing
6764	passion
6765	passive
6766	passport
6767	passports
6768	past
6769	pastor
6770	pat
6771	patch
6772	path
6773	patience
6774	patient
6775	patients
6776	patmos
6777	patriarca
6778	patricia
6779	patrick
6780	patrol
6781	patrolled
6782	patrolman
6783	patrols
6784	patronage
6785	patrons
6786	pattern
6787	patterns
6788	patterson
6789	paul
6790	pauley
6791	paulo
6792	pave
6793	pavlov
6794	pay
6795	paychecks
6796	paying
6797	payless
6798	payload
6799	payment
6800	payments
6801	payne
6802	payoff
6803	payroll
6804	pays
6805	peabody
6806	peace
6807	peaceful
6808	peacefully
6809	peacekeeping
6810	peacetime
6811	peach
6812	peak
6813	peaks
6814	peanuts
6815	peasants
6816	pedestrian
6817	pedro
6818	peer
6819	peewee
6820	peggy
6821	pekin
6822	pell
6823	pen
6824	penalties
6825	penalty
6826	pending
6827	peninsula
6828	penitentiary
6829	penn
6830	pennsylvania
6831	pension
6832	pentagon
6833	pentagons
6834	people
6835	peoples
6836	peoria
6837	perceived
6838	percent
6839	percentage
6840	perception
6841	peres
6842	perestroika
6843	perez
6844	perfect
6845	perform
6846	performance
6847	performances
6848	performed
6849	performers
6850	performing
6851	perfume
6852	perimeter
6853	period
6854	periodic
6855	periods
6856	perjury
6857	permanent
6858	permanently
6859	permission
6860	permit
6861	permits
6862	permitted
6863	permitting
6864	perry
6865	perrys
6866	persecution
6867	persian
6868	persistent
6869	person
6870	personal
6871	personality
6872	personally
6873	personnel
6874	persons
6875	perspective
6876	persuade
6877	persuaded
6878	peru
6879	perus
6880	pessimism
6881	pesticide
6882	pesticides
6883	pests
6884	pet
6885	pete
6886	peter
6887	peters
6888	petersburg
6889	peterson
6890	petition
6891	petitions
6892	petroleum
6893	petty
6894	pfeiffer
6895	pharmaceutical
6896	phase
6897	phased
6898	phil
6899	philadelphia
6900	philip
6901	philippine
6902	philippines
6903	phillips
6904	philosophy
6905	phobos
6906	phoenix
6907	phone
6908	photo
6909	photograph
6910	photographer
6911	photographers
6912	photographs
6913	photos
6914	phrase
6915	phyllis
6916	physical
6917	physically
6918	physician
6919	physicians
6920	piano
6921	pick
6922	picked
6923	picket
6924	picking
6925	picks
6926	pickup
6927	picture
6928	pictures
6929	pie
6930	piece
6931	pieces
6932	pierre
6933	pig
6934	pigeon
6935	pigs
6936	pile
6937	pilgrimage
6938	pilgrims
6939	pills
6940	pillsbury
6941	pillsburys
6942	pilot
6943	pilots
6944	pine
6945	pink
6946	pinnacle
6947	pinochet
6948	pioneer
6949	pioneered
6950	pipe
6951	pipeline
6952	pipelines
6953	pipes
6954	pistol
6955	pit
6956	pitch
6957	pits
6958	pittsburgh
6959	pittston
6960	pizza
6961	place
6962	placed
6963	placement
6964	places
6965	placing
6966	plagued
6967	plain
6968	plainclothes
6969	plains
6970	plaintiffs
6971	plan
6972	plane
6973	planes
6974	planet
6975	planetary
6976	planets
6977	plank
6978	planks
6979	planned
6980	planners
6981	planning
6982	plans
6983	plant
6984	planted
6985	planting
6986	plants
6987	plastic
6988	plastics
6989	plate
6990	plates
6991	platform
6992	platforms
6993	platoon
6994	play
6995	playboy
6996	played
6997	player
6998	players
6999	playing
7000	plays
7001	plaza
7002	plc
7003	plea
7004	plead
7005	pleaded
7006	pleading
7007	pleas
7008	pleasant
7009	please
7010	pleased
7011	pleasure
7012	pledge
7013	pledged
7014	pledges
7015	plenty
7016	plessey
7017	plight
7018	plo
7019	plot
7020	plotted
7021	plotting
7022	plummeted
7023	plunge
7024	plunged
7025	plunging
7026	plus
7027	plutonium
7028	pm
7029	pneumonia
7030	pocket
7031	pockets
7032	podium
7033	poe
7034	poem
7035	poems
7036	poet
7037	poetry
7038	poindexter
7039	point
7040	pointed
7041	pointing
7042	points
7043	poison
7044	poisoning
7045	poland
7046	polands
7047	polaroid
7048	pole
7049	poles
7050	police
7051	policeman
7052	policemen
7053	policies
7054	policy
7055	policymaking
7056	polisario
7057	polish
7058	politburo
7059	political
7060	politically
7061	politician
7062	politicians
7063	politics
7064	polk
7065	poll
7066	polling
7067	polls
7068	pollutants
7069	pollution
7070	polly
7071	pomona
7072	pont
7073	pontiff
7074	pool
7075	poor
7076	poorest
7077	poorly
7078	poors
7079	pop
7080	pope
7081	popes
7082	popeye
7083	popov
7084	popular
7085	popularity
7086	populated
7087	population
7088	populations
7089	populist
7090	pork
7091	pornographic
7092	pornography
7093	port
7094	portable
7095	portauprince
7096	porter
7097	portfolio
7098	portion
7099	portions
7100	portland
7101	portrait
7102	portrayed
7103	portugal
7104	portuguese
7105	pose
7106	posed
7107	poses
7108	posing
7109	position
7110	positions
7111	positive
7112	positively
7113	possession
7114	possessions
7115	possibility
7116	possible
7117	possibly
7118	post
7119	postal
7120	posted
7121	posters
7122	posting
7123	postponed
7124	posts
7125	postwar
7126	potato
7127	potatoes
7128	potential
7129	potentially
7130	poultry
7131	pound
7132	pounds
7133	poured
7134	poverty
7135	powell
7136	power
7137	powerful
7138	powers
7139	practical
7140	practically
7141	practice
7142	practiced
7143	practices
7144	practicing
7145	prague
7146	praise
7147	praised
7148	pray
7149	prayer
7150	prayers
7151	praying
7152	preacher
7153	precautionary
7154	preceded
7155	precincts
7156	precious
7157	precise
7158	precisely
7159	predawn
7160	predecessor
7161	predict
7162	predicted
7163	predicting
7164	prediction
7165	predictions
7166	predominantly
7167	prefer
7168	preference
7169	preferred
7170	pregnancy
7171	pregnant
7172	preliminary
7173	premature
7174	premier
7175	premium
7176	premiums
7177	prenatal
7178	prensa
7179	preparation
7180	preparations
7181	prepare
7182	prepared
7183	preparing
7184	prescription
7185	presence
7186	present
7187	presentation
7188	presented
7189	presents
7190	preservation
7191	preserve
7192	preserved
7193	presidency
7194	president
7195	presidentelect
7196	presidential
7197	presidents
7198	presiding
7199	presley
7200	presleys
7201	press
7202	pressed
7203	presser
7204	pressing
7205	pressure
7206	pressured
7207	pressures
7208	prestige
7209	presumably
7210	presumed
7211	presumption
7212	pretoria
7213	pretrial
7214	pretty
7215	prevail
7216	prevailed
7217	prevent
7218	prevented
7219	preventing
7220	prevention
7221	previous
7222	previously
7223	price
7224	priceless
7225	prices
7226	pride
7227	priest
7228	priests
7229	primaries
7230	primarily
7231	primary
7232	prime
7233	primetime
7234	primitive
7235	prince
7236	princess
7237	princeton
7238	principal
7239	principle
7240	principles
7241	pring
7242	print
7243	printed
7244	prior
7245	priorities
7246	priority
7247	prison
7248	prisoner
7249	prisoners
7250	prisons
7251	privacy
7252	private
7253	privately
7254	privileges
7255	prize
7256	probability
7257	probable
7258	probate
7259	probation
7260	probe
7261	probes
7262	problem
7263	problems
7264	procedural
7265	procedure
7266	procedures
7267	proceed
7268	proceeding
7269	proceedings
7270	proceeds
7271	process
7272	processed
7273	processes
7274	processing
7275	procession
7276	prochoice
7277	proclaim
7278	proclaimed
7279	procurement
7280	prodemocracy
7281	produce
7282	produced
7283	producer
7284	producers
7285	produces
7286	producing
7287	product
7288	production
7289	productions
7290	productive
7291	productivity
7292	products
7293	profession
7294	professional
7295	professionals
7296	professor
7297	professors
7298	profile
7299	profit
7300	profitable
7301	profits
7302	profittaking
7303	profound
7304	progovernment
7305	program
7306	programming
7307	programs
7308	progress
7309	progressive
7310	prohibit
7311	prohibited
7312	prohibits
7313	proiranian
7314	project
7315	projected
7316	projection
7317	projections
7318	projects
7319	prolonged
7320	prom
7321	prominent
7322	promise
7323	promised
7324	promises
7325	promising
7326	promote
7327	promoted
7328	promotes
7329	promoting
7330	promotion
7331	promotions
7332	prompt
7333	prompted
7334	prompting
7335	promptly
7336	pronounced
7337	proof
7338	propaganda
7339	propelled
7340	proper
7341	properly
7342	properties
7343	property
7344	proponents
7345	proposal
7346	proposals
7347	propose
7348	proposed
7349	proposing
7350	proposition
7351	propped
7352	propulsion
7353	prosecute
7354	prosecuted
7355	prosecution
7356	prosecutor
7357	prosecutors
7358	prospect
7359	prospective
7360	prospects
7361	prosperity
7362	prostitute
7363	prostitutes
7364	protect
7365	protected
7366	protecting
7367	protection
7368	protectionist
7369	protective
7370	protects
7371	protein
7372	protest
7373	protestant
7374	protested
7375	protesters
7376	protesting
7377	protests
7378	protocol
7379	proud
7380	prove
7381	proved
7382	proven
7383	proves
7384	provide
7385	provided
7386	providence
7387	provides
7388	providing
7389	province
7390	provinces
7391	provincial
7392	proving
7393	provision
7394	provisions
7395	provocation
7396	provoked
7397	proxmire
7398	proxy
7399	prudent
7400	prudentialbache
7401	psychiatric
7402	psychiatrist
7403	psychological
7404	psychologist
7405	ptl
7406	public
7407	publication
7408	publications
7409	publicist
7410	publicity
7411	publicize
7412	publicized
7413	publicly
7414	publish
7415	published
7416	publisher
7417	publishers
7418	publishing
7419	puerto
7420	puette
7421	pulitzer
7422	pull
7423	pulled
7424	pulling
7425	pullout
7426	pulse
7427	pump
7428	pumped
7429	pumps
7430	punish
7431	punished
7432	punishment
7433	punitive
7434	punjab
7435	puppet
7436	purchase
7437	purchased
7438	purchases
7439	purchasing
7440	pure
7441	purple
7442	purpose
7443	purposes
7444	pursue
7445	pursued
7446	pursuing
7447	pursuit
7448	push
7449	pushed
7450	pushing
7451	put
7452	putnam
7453	puts
7454	putting
7455	pw
7456	pyongyang
7457	q
7458	qatar
7459	quake
7460	quaker
7461	quakes
7462	qualified
7463	qualify
7464	quality
7465	quantities
7466	quantity
7467	quarter
7468	quarterly
7469	quarters
7470	quartet
7471	quayle
7472	quayles
7473	quebec
7474	queen
7475	quell
7476	question
7477	questionable
7478	questioned
7479	questioning
7480	questions
7481	quick
7482	quickly
7483	quiet
7484	quietly
7485	quinn
7486	quints
7487	quit
7488	quite
7489	quo
7490	quota
7491	quotas
7492	quoted
7493	quotes
7494	quoting
7495	r
7496	rabbi
7497	rabuka
7498	race
7499	raced
7500	races
7501	racial
7502	racially
7503	racing
7504	racism
7505	racist
7506	racketeering
7507	radakovich
7508	radar
7509	radiation
7510	radical
7511	radicals
7512	radio
7513	radioactive
7514	rafsanjani
7515	rafts
7516	raid
7517	raided
7518	rail
7519	railroad
7520	railroads
7521	railway
7522	rain
7523	rainbow
7524	rainfall
7525	rains
7526	raisa
7527	raise
7528	raised
7529	raises
7530	raising
7531	rajneesh
7532	rakowski
7533	raleigh
7534	rallied
7535	rallies
7536	rally
7537	ralph
7538	rambo
7539	ramon
7540	ramp
7541	ramsey
7542	ramstein
7543	ran
7544	ranch
7545	rancher
7546	rancho
7547	rand
7548	randolph
7549	random
7550	randomly
7551	randy
7552	range
7553	ranged
7554	ranger
7555	ranges
7556	ranging
7557	rangoon
7558	rank
7559	rankandfile
7560	ranked
7561	ranking
7562	ranks
7563	ransom
7564	rape
7565	raped
7566	rapid
7567	rapidly
7568	raping
7569	rappaport
7570	rare
7571	rarely
7572	rash
7573	rate
7574	rated
7575	rates
7576	ratification
7577	ratified
7578	rating
7579	ratings
7580	rational
7581	rationing
7582	raton
7583	raul
7584	raw
7585	ray
7586	raymond
7587	rays
7588	rca
7589	rd
7590	reach
7591	reached
7592	reaches
7593	reaching
7594	react
7595	reacted
7596	reaction
7597	reactions
7598	reactor
7599	reactors
7600	read
7601	readily
7602	reading
7603	readings
7604	reads
7605	ready
7606	reaffirmed
7607	reagan
7608	reagans
7609	real
7610	realistic
7611	reality
7612	realize
7613	realized
7614	realizing
7615	really
7616	realtors
7617	rear
7618	reason
7619	reasonable
7620	reasonably
7621	reasons
7622	rebel
7623	rebellion
7624	rebels
7625	rebuffed
7626	rebuild
7627	rebuilding
7628	rebuilt
7629	recall
7630	recalled
7631	recalling
7632	recalls
7633	receipts
7634	receive
7635	received
7636	receives
7637	receiving
7638	recent
7639	recently
7640	reception
7641	receptor
7642	recess
7643	recession
7644	recipients
7645	reckless
7646	recognition
7647	recognizance
7648	recognize
7649	recognized
7650	recommend
7651	recommendation
7652	recommendations
7653	recommended
7654	recommends
7655	reconciliation
7656	reconsider
7657	reconstruction
7658	record
7659	recorded
7660	recorder
7661	recording
7662	recordings
7663	recordkeeping
7664	records
7665	recover
7666	recovered
7667	recovering
7668	recovery
7669	recreation
7670	recruit
7671	recruits
7672	recycle
7673	recycled
7674	recycling
7675	red
7676	redman
7677	reduce
7678	reduced
7679	reducing
7680	reduction
7681	reductions
7682	reed
7683	reef
7684	reelected
7685	reelection
7686	refer
7687	reference
7688	references
7689	referendum
7690	referred
7691	referring
7692	refined
7693	refinery
7694	refining
7695	reflect
7696	reflected
7697	reflecting
7698	reflection
7699	reflects
7700	reform
7701	reformers
7702	reformist
7703	reforms
7704	refrain
7705	refrigerator
7706	refuge
7707	refugee
7708	refugees
7709	refunding
7710	refusal
7711	refuse
7712	refused
7713	refuseniks
7714	refuses
7715	refusing
7716	regain
7717	regained
7718	regan
7719	regard
7720	regarded
7721	regarding
7722	regardless
7723	regime
7724	regimes
7725	region
7726	regional
7727	regions
7728	register
7729	registered
7730	registration
7731	regret
7732	regular
7733	regularly
7734	regulate
7735	regulated
7736	regulates
7737	regulation
7738	regulations
7739	regulator
7740	regulators
7741	regulatory
7742	rehabilitation
7743	rehnquist
7744	reich
7745	reid
7746	reign
7747	reimbursement
7748	reimbursements
7749	reinforced
7750	reinforcements
7751	reinstated
7752	reiterate
7753	reiterated
7754	reject
7755	rejected
7756	rejecting
7757	rejection
7758	related
7759	relating
7760	relation
7761	relations
7762	relationship
7763	relationships
7764	relative
7765	relatively
7766	relatives
7767	relax
7768	relaxed
7769	relay
7770	relayed
7771	release
7772	released
7773	releases
7774	releasing
7775	relevant
7776	reliable
7777	reliance
7778	relied
7779	relief
7780	relieve
7781	relieved
7782	religion
7783	religious
7784	relinquish
7785	reluctance
7786	reluctant
7787	rely
7788	relying
7789	remain
7790	remainder
7791	remained
7792	remaining
7793	remains
7794	remark
7795	remarkable
7796	remarkably
7797	remarks
7798	remember
7799	reminded
7800	remote
7801	removal
7802	remove
7803	removed
7804	removing
7805	renew
7806	renewal
7807	renewed
7808	renounce
7809	rent
7810	rental
7811	rented
7812	rents
7813	reopen
7814	reopened
7815	reopening
7816	reorganization
7817	reorganize
7818	rep
7819	repair
7820	repairs
7821	reparations
7822	repatriation
7823	repay
7824	repayment
7825	repeal
7826	repeat
7827	repeated
7828	repeatedly
7829	repeating
7830	replace
7831	replaced
7832	replacement
7833	replacements
7834	replacing
7835	replied
7836	reply
7837	report
7838	reported
7839	reportedly
7840	reporter
7841	reporters
7842	reporting
7843	reports
7844	represent
7845	representation
7846	representative
7847	representatives
7848	represented
7849	representing
7850	represents
7851	repression
7852	reprisals
7853	reps
7854	republic
7855	republican
7856	republicans
7857	republicbank
7858	republics
7859	repurchase
7860	reputation
7861	reputed
7862	request
7863	requested
7864	requesting
7865	requests
7866	require
7867	required
7868	requirement
7869	requirements
7870	requires
7871	requiring
7872	rescue
7873	rescued
7874	rescuers
7875	research
7876	researcher
7877	researchers
7878	resent
7879	reservation
7880	reservations
7881	reserve
7882	reserved
7883	reserves
7884	reservoir
7885	resettlement
7886	residence
7887	residency
7888	resident
7889	residential
7890	residents
7891	resign
7892	resignation
7893	resignations
7894	resigned
7895	resigning
7896	resist
7897	resistance
7898	resisted
7899	resisting
7900	resolution
7901	resolutions
7902	resolve
7903	resolved
7904	resolving
7905	resort
7906	resource
7907	resources
7908	respect
7909	respectable
7910	respected
7911	respective
7912	respectively
7913	respects
7914	respond
7915	responded
7916	respondents
7917	responding
7918	response
7919	responses
7920	responsibilities
7921	responsibility
7922	responsible
7923	responsive
7924	rest
7925	restaurant
7926	restaurants
7927	resting
7928	restitution
7929	restoration
7930	restore
7931	restored
7932	restoring
7933	restrain
7934	restraining
7935	restraint
7936	restrict
7937	restricted
7938	restricting
7939	restriction
7940	restrictions
7941	restructure
7942	restructuring
7943	result
7944	resulted
7945	resulting
7946	results
7947	resume
7948	resumed
7949	resuming
7950	retail
7951	retailer
7952	retailers
7953	retailing
7954	retain
7955	retained
7956	retaliation
7957	retarded
7958	retire
7959	retired
7960	retirement
7961	retiring
7962	retreat
7963	retreated
7964	retribution
7965	return
7966	returned
7967	returning
7968	returns
7969	reunification
7970	reunion
7971	rev
7972	revco
7973	reveal
7974	revealed
7975	revenge
7976	revenue
7977	revenues
7978	reverse
7979	reversed
7980	reversing
7981	review
7982	reviewed
7983	reviewing
7984	reviews
7985	revised
7986	revision
7987	revival
7988	revive
7989	revived
7990	revoking
7991	revolt
7992	revolution
7993	revolutionary
7994	revolver
7995	reward
7996	rewrite
7997	reynolds
7998	rhetoric
7999	rhode
8000	ri
8001	rica
8002	rican
8003	ricardo
8004	rice
8005	rich
8006	richard
8007	richards
8008	richardson
8009	richest
8010	richfield
8011	richman
8012	richmond
8013	richter
8014	rick
8015	ricky
8016	rico
8017	rid
8018	ride
8019	ridge
8020	ridiculous
8021	riding
8022	ridley
8023	riegle
8024	rifle
8025	rifles
8026	rig
8027	riggs
8028	right
8029	rights
8030	rightwing
8031	rigs
8032	rill
8033	rinfret
8034	ring
8035	rings
8036	rio
8037	rios
8038	riot
8039	rioters
8040	rioting
8041	riots
8042	ripped
8043	rise
8044	risen
8045	rises
8046	rising
8047	risk
8048	risks
8049	risky
8050	rison
8051	ritalin
8052	ritual
8053	rival
8054	rivals
8055	river
8056	rivers
8057	riverside
8058	rjr
8059	rkan
8060	rn
8061	rnc
8062	rnh
8063	rny
8064	road
8065	roads
8066	robb
8067	robbed
8068	robber
8069	robbery
8070	robby
8071	roberson
8072	robert
8073	roberto
8074	roberts
8075	robertson
8076	robertsons
8077	robin
8078	robinson
8079	rocard
8080	rochester
8081	rock
8082	rocked
8083	rocket
8084	rockets
8085	rockies
8086	rocks
8087	rockwell
8088	rocky
8089	rode
8090	rodriguez
8091	roe
8092	roger
8093	rogers
8094	roh
8095	role
8096	roles
8097	roll
8098	rolled
8099	rolling
8100	roman
8101	romance
8102	romania
8103	romanian
8104	romanias
8105	romantic
8106	rome
8107	romer
8108	ron
8109	ronald
8110	roof
8111	roofs
8112	room
8113	rooms
8114	roosevelt
8115	root
8116	roots
8117	rosa
8118	rose
8119	roses
8120	ross
8121	rostenkowski
8122	rotation
8123	roth
8124	rouge
8125	rough
8126	roughly
8127	round
8128	rounds
8129	roundtable
8130	route
8131	routes
8132	routine
8133	routinely
8134	rover
8135	row
8136	rowan
8137	roy
8138	royal
8139	royalties
8140	rsqb
8141	rubber
8142	rubbish
8143	rubin
8144	ruby
8145	rude
8146	rudman
8147	ruffin
8148	ruined
8149	ruins
8150	rule
8151	ruled
8152	ruler
8153	rulers
8154	rules
8155	ruling
8156	rulings
8157	rumored
8158	rumors
8159	run
8160	runaway
8161	rundown
8162	runners
8163	running
8164	runoff
8165	runs
8166	runway
8167	rural
8168	rush
8169	rushed
8170	rushing
8171	russell
8172	russells
8173	russia
8174	russian
8175	russians
8176	rust
8177	rutah
8178	ruth
8179	ryan
8180	ryzhkov
8181	ryzhkovs
8182	sabotage
8183	sachs
8184	sacramento
8185	sacrifice
8186	sad
8187	sadat
8188	saddam
8189	saddened
8190	safe
8191	safeguard
8192	safely
8193	safer
8194	safety
8195	saga
8196	sahara
8197	sailed
8198	sailors
8199	saint
8200	saints
8201	saito
8202	sajudis
8203	sake
8204	sakharov
8205	salaries
8206	salary
8207	sale
8208	sales
8209	salinas
8210	sally
8211	salomon
8212	salt
8213	salvador
8214	salvadoran
8215	salvage
8216	salvation
8217	sam
8218	sample
8219	samples
8220	samuel
8221	san
8222	sanctions
8223	sanctuary
8224	sand
8225	sandinista
8226	sandinistas
8227	sandra
8228	sandy
8229	sane
8230	sang
8231	sank
8232	santa
8233	santiago
8234	sao
8235	sara
8236	sassan
8237	sasser
8238	sat
8239	satellite
8240	satellites
8241	satisfaction
8242	satisfactory
8243	satisfied
8244	satisfy
8245	saturday
8246	saturdays
8247	sauce
8248	saudi
8249	saudis
8250	saunders
8251	savannah
8252	save
8253	saved
8254	saving
8255	savings
8256	saw
8257	say
8258	saying
8259	says
8260	sc
8261	scale
8262	scalia
8263	scalpers
8264	scandal
8265	scandals
8266	scarce
8267	scare
8268	scared
8269	scary
8270	scattered
8271	scenario
8272	scene
8273	scenes
8274	schedule
8275	scheduled
8276	schedules
8277	scheme
8278	scherer
8279	scheringplough
8280	schlesinger
8281	schneidman
8282	scholar
8283	scholars
8284	school
8285	schools
8286	schroeder
8287	schulz
8288	schwarzkopf
8289	science
8290	sciences
8291	scientific
8292	scientist
8293	scientists
8294	scope
8295	score
8296	scored
8297	scores
8298	scotland
8299	scott
8300	scottish
8301	scrap
8302	scratch
8303	screaming
8304	screen
8305	screening
8306	screenplay
8307	scripps
8308	script
8309	scrutiny
8310	sd
8311	sdi
8312	sea
8313	seal
8314	sealed
8315	search
8316	searched
8317	searches
8318	searching
8319	sears
8320	seas
8321	season
8322	seasonal
8323	seasonally
8324	seasons
8325	seat
8326	seats
8327	seattle
8328	sec
8329	secede
8330	secession
8331	second
8332	secondary
8333	seconddegree
8334	secondlargest
8335	secondquarter
8336	seconds
8337	secord
8338	secrecy
8339	secret
8340	secretariat
8341	secretaries
8342	secretary
8343	secretarygeneral
8344	secretly
8345	secrets
8346	section
8347	sections
8348	sector
8349	sectors
8350	secular
8351	secure
8352	securing
8353	securitate
8354	securities
8355	security
8356	sediment
8357	sedlmayr
8358	see
8359	seeing
8360	seek
8361	seeking
8362	seeks
8363	seen
8364	sees
8365	segment
8366	segments
8367	segregated
8368	segregation
8369	seiders
8370	seidman
8371	seidon
8372	sein
8373	seismic
8374	seismographs
8375	seize
8376	seized
8377	seizure
8378	seldom
8379	select
8380	selected
8381	selection
8382	selfdefense
8383	selfdetermination
8384	sell
8385	sellers
8386	selling
8387	selloff
8388	sells
8389	semiconductor
8390	semiconductors
8391	sen
8392	senate
8393	senator
8394	senators
8395	send
8396	sending
8397	sends
8398	senior
8399	seniority
8400	sens
8401	sense
8402	sensible
8403	sensitive
8404	sensitivity
8405	sent
8406	sentence
8407	sentenced
8408	sentences
8409	sentencing
8410	sentiment
8411	seoul
8412	separate
8413	separated
8414	separately
8415	separation
8416	separatist
8417	separatists
8418	sept
8419	september
8420	sequence
8421	serbia
8422	serbian
8423	sergei
8424	series
8425	serious
8426	seriously
8427	servants
8428	serve
8429	served
8430	serves
8431	service
8432	servicemen
8433	services
8434	serving
8435	session
8436	sessions
8437	setback
8438	setbacks
8439	seton
8440	sets
8441	setting
8442	settle
8443	settled
8444	settlement
8445	settlements
8446	settlers
8447	settling
8448	seven
8449	sevenday
8450	seventh
